 660410197;1104453             
 660410281;1104387             
 660410280;1104386             
 660410279;1104385             
 660410275;1104384             
 660410273;1104383             
 660410272;1104382             
 660410258;1104378             
 660410233;1104359             
 660410231;1104358             
 660410226;1104355             
 660410223;1104353             
 660410221;1104349             
 660410217;1104347             
 660605022;1104323             
 660410138;1104319             
 660410183;1104317             
 660409281;1104314             
 660410249;1104307             
 660410245;1104307             
 660410215;1104296             
 660409422;1104293             
 660410248;1104292             
 660410409;32371300100002      
 660410411;32371300100001      
 660410928;1104260             
 660410220;1104249             
 660410927;1104248             
 660410216;1104244             
 660410212;1104243             
 660410064;1104242             
 660410063;1104241             
 660410061;1104240             
 660410058;32371300100000      
 660410050;32371000100001      
 660409217;32371200100000      
 660409166;32371100100000      
 660409151;32371000100000      
 660410180;1104238             
 660409146;1104236             
 660409142;1104235             
 660409141;1104233             
 660605096;1104231             
 660409140;1104229             
 660410219;1104227             
 660409425;1104227             
 660409195;1104225             
 660409152;1104216             
 660409188;32351100100000      
 660409187;32331100100000      
 660409186;32331000100000      
 660409185;1104758             
 660409184;32341100100000      
 660409183;32341000100000      
 660409182;1104162             
 660409199;1104152             
 660409181;32311000100001      
 660409213;1104150             
 660409180;32311000100000      
 660409029;32311100100000      
 660409216;1104143             
 660409034;32281000100001      
 660409030;32301000100001      
 660409038;32301000100000      
 660409212;1104130             
 660409021;1104127             
 660409039;1104125             
 660409162;1104122             
 660409161;1104122             
 660409037;32291000100001      
 660409036;32291000100000      
 660409145;1104121             
 660605074;1104116             
 660409035;32281000100000      
 660410968;1104086             
 660409223;1104070             
 660409028;1104070             
 660409025;1104068             
 660409024;1104067             
 660409019;1104065             
 660409033;1104065             
 660409013;1104062             
 660409011;32351000100000      
 660409002;1104056             
 660409001;1104054             
 660410230;1104053             
 660410214;1104011             
 660410177;1103943             
 660410254;1103910             
 660410213;1103901             
 660410174;1103892             
 660410173;1103880             
 660410167;31551100100002      
 660410259;1103832             
 660410159;31981000100001      
 660410242;1103771             
 660410218;1103751             
 660410260;1103746             
 660410251;1103736             
 660410228;1103731             
 660930416;1103728             
 660410181;1103727             
 660410134;1103713             
 660410222;1103711             
 660410227;1103710             
 660410297;1103709             
 660410255;1103707             
 660410224;1103704             
 660410179;1103702             
 660410198;1103683             
 660605077;1103680             
 660410296;1103679             
 660410055;1103675             
 660410285;1103671             
 660410283;1103670             
 660410964;1103662             
 660410278;1103660             
 660410277;1103659             
 660410276;1103658             
 660410188;1103656             
 660410176;1103654             
 660410270;1103654             
 660410175;1103653             
 660410268;1103653             
 660410267;1103652             
 660410265;1103647             
 660410264;1103644             
 660410261;1103643             
 660410263;1103642             
 660410996;1103641             
 660410992;1103634             
 660410185;1103631             
 660410194;1103598             
 660410199;1103596             
 660605092;1103595             
 660930413;1103593             
 660410953;1103569             
 660410192;1103566             
 660410187;1103565             
 660410191;1103564             
 660930417;1103563             
 660410189;1103563             
 660410991;1103560             
 660410990;1103559             
 660410902;1103550             
 660410172;1103547             
 660410903;1103545             
 660410170;1103544             
 660410190;1103510             
 660410182;1103501             
 660410971;1103422             
 660409074;1103418             
 660409075;1103418             
 660409053;1103350             
 660409076;31821012100000      
 660409048;1103347             
 660409047;1103346             
 660409043;31821010100000      
 660409073;1103337             
 660409046;1103337             
 660410995;1103254             
 660410986;1103240             
 660410160;1103187             
 660410947;1103159             
 660410951;1103158             
 660410950;1103157             
 660410946;1103139             
 660605191;2581011100012       
 660605099;1103098             
 660605006;31651000100001      
 660605069;2581011100010       
 660410152;1103020             
 660409005;1102924             
 660605027;31400000100000      
 660409218;1102916             
 660310715;1102728             
 660310714;1102727             
 660605190;2581011100007       
 660605020;2581011100006       
 660410926;1102530             
 660409071;1102520             
 660409044;1102512             
 660605010;2581314100003       
 660605005;1102270             
 660409159;1102205             
 660310761;2581012100008       
 660310760;2581012100008       
 660310762;2581012100008       
 660409436;1102121             
 660410053;2581100100005       
 660410060;2581100100004       
 660410056;2581100100003       
 660410052;2581100100002       
 660410062;2581500100001       
 660410059;2581110100005       
 660410054;2581110100004       
 660409378;1102079             
 660409377;1102078             
 660409376;1102077             
 660409372;1102074             
 660409454;1102072             
 660409380;2581314100001       
 660409117;1102067             
 660409106;2621100100000       
 660409104;2621000100000       
 660409450;1102048             
 660409452;1102047             
 660409374;1102046             
 660409453;1102043             
 660409042;1102040             
 660310754;2581012100006       
 660310753;2581012100006       
 660310749;2581012100006       
 660409098;1101962             
 660410941;2581010100003       
 660410410;1101893             
 660409222;2581100100000       
 660409220;2581100100000       
 660409221;2581100100000       
 660409211;2581110100003       
 660409208;2581110100003       
 660409207;2581110100003       
 660409209;2581110100003       
 660409204;2581110100003       
 660605100;2581011100004       
 660409040;2581011100002       
 660409012;1101650             
 660409102;1101615             
 660409101;1101614             
 660409008;1101612             
 660605160;1102553             
 660409070;1101607             
 660409095;1101606             
 660409144;2581012100002       
 660310733;2581012100002       
 660310743;2581012100002       
 660409154;2581012100002       
 660310745;2581012100002       
 660310744;2581012100002       
 660310777;2581211100001       
 660310748;2581012100001       
 660310732;2581012100001       
 660310730;2581012100001       
 660310747;2581012100001       
 660409296;1101596             
 660409289;1101595             
 660409311;1101594             
 660409318;1101592             
 660409321;1101592             
 660409325;1101591             
 660409327;1101590             
 660409316;1101583             
 660409300;1101581             
 660409312;1101541             
 660409310;1101539             
 660409309;1101537             
 660409308;1101535             
 660409306;1101534             
 660409305;1101533             
 660409304;1101532             
 660409302;1101532             
 660409301;1101531             
 660409061;1101499             
 660310185;1101493             
 660605145;2581013100000       
 660605141;2581313100000       
 660605144;2581312100000       
 660409333;2281000100002       
 660409331;2281000100001       
 660409334;2281000100000       
 660310763;2581110100000       
 660310764;2581110100000       
 660409481;1101391             
 660310765;2581110100001       
 660310766;2581110100001       
 660310767;2581110100002       
 660310768;2581110100002       
 660310710;2581210100007       
 660410040;1101357             
 660410038;1101357             
 660605187;1101354             
 660605189;1101351             
 660605188;1101351             
 660605185;1101350             
 660409299;1101311             
 660410000;2581312100001       
 660409260;2581111100000       
 660409018;1101273             
 660409017;1101272             
 660409003;1101268             
 660409297;1101262             
 660409294;1101261             
 660409295;1101260             
 660409293;1101259             
 660409288;1101256             
 660409287;1101255             
 660409283;1101253             
 660409284;1101252             
 660409286;1101251             
 660409277;1101248             
 660409280;1101247             
 660409276;1101246             
 660409275;1101245             
 660409273;1101244             
 660409432;2581010100001       
 660409416;2581010100001       
 660409414;2581010100001       
 660409415;2581010100001       
 660409412;2581010100001       
 660409413;2581010100001       
 660409417;2581010100001       
 660409430;2581010100001       
 660409420;2581010100001       
 660409418;2581010100001       
 660409419;2581010100001       
 660409431;2581010100001       
 660409160;1101218             
 660409411;2581010100000       
 660310781;1104586             
 660310782;1104586             
 660310783;1104586             
 660310784;1104586             
 660605040;1101170             
 660310703;2581212100002       
 660310702;2581212100000       
 660605183;1100737             
 660310700;2581212100001       
 660605181;1100733             
 660310731;2581215100000       
 660310746;2581215100001       
 660605180;1100381             
 660605090;2581311100001       
 660605080;2581311100000       
 660605179;1100367             
 660605178;1100365             
 660605177;1100363             
 660605175;1100355             
 660605174;1100352             
 660605173;1100349             
 660605171;1100347             
 660605170;1100346             
 660310780;1100344             
 660605168;1100342             
 660310187;1100340             
 660605166;1100338             
 660605165;1100337             
 660605164;1100336             
 660605163;1100335             
 660605162;1100334             
 660310186;1100333             
 660409060;1100298             
 660310729;2581210100024       
 660310726;2581210100023       
 660310724;2581210100022       
 660310728;2581210100025       
 660310725;2581210100013       
 660310727;2581210100014       
 660310739;2581210100020       
 660310740;2581210100021       
 660310723;2581210100012       
 660310719;2581210100008       
 660310773;2111210100000       
 660310718;2581210100026       
 660310770;2111100100000       
 660310776;2111011100000       
 660310774;2111010100000       
 660310750;2111000100000       
 660310738;2581210100019       
 660310737;2581210100018       
 660310736;2581210100017       
 660310722;2110000100000       
 660310735;2581210100016       
 660310721;2581210100010       
 660310717;2581210100005       
 660310720;2581210100009       
 660310734;2581210100015       
 660409103;1100179             
 660409112;1100172             
 660409111;1100164             
 660409115;1100161             
 660409045;1100142             
 660409110;1100117             
 660409423;1100055             
 660310708;2581212100007       
 660310707;2581212100006       
 660310706;2581212100005       
 660310705;2581212100004       
 660310704;2581212100003       
 660310712;2581210100002       
 660310711;2581210100001       
 660310709;2581213100000       
 660310752;2581411100000       
 660310751;2581411100000       
 660310742;2581410100001       
 660310741;2581410100001       
 660310716;2581210100000       
